"Event","White","Black","Result","UTCDate","UTCTime","WhiteElo","BlackElo","WhiteRatingDiff","BlackRatingDiff","ECO","Opening","TimeControl","Termination","AN"
" Blitz ","masinfira","Miuri","0-1","2016.07.01","13:06:51","1812","1827","-10.0","11.0","B20","Sicilian Defense","420+0","Normal","1. e4 c5 2. d3 Nc6 3. Nc3 e6 4. f4 d5 5. exd5 exd5 6. Nf3 Nf6 7. d4 Bg4 8. Be2 Bxf3 9. Bxf3 Nxd4 10. O-O Nxf3+ 11. Qxf3 Be7 12. Be3 O-O 13. Nxd5 Qxd5 14. Qh3 Qh5 15. Qg3 0-1"
" Classical ","blaffy78","ewrgewhw","0-1","2016.07.01","13:06:52","1200","1345","-11.0","10.0","B21","Sicilian Defense: McDonnell Attack","600+3","Time forfeit","1. e4 c5 2. f4 e6 3. Bd3 d5 4. Qh5 d4 5. e5 Nc6 6. Nf3 g6 7. Qg4 f6 8. O-O Nge7 9. Re1 Nf5 10. c3 Bg7 11. cxd4 cxd4 12. Na3 fxe5 13. fxe5 Qc7 14. Nc4 Nh6 15. Qg5 Nf7 16. Qf4 b5 17. Nd6+ Kf8 18. Nxf7 Qxf7 19. g3 Qxf4 20. gxf4 Bh6 21. Bxb5 Bd7 22. Nxd4 Nxd4 23. Bxd7 Rd8 24. Ba4 Bxf4 25. b3 Rd5 26. Rf1 g5 27. Bb2 Nf5 28. Rac1 Bxe5 29. Rc8+ Kg7 30. Rxh8 Kxh8 31. d3 Bxb2 32. Bc6 Rxd3 33. Be4 Bd4+ 34. Kg2 Ne3+ 35. Kf3 Nxf1+ 36. Bxd3 Ne3 37. Ke4 e5 38. b4 a6 39. a4 g4 40. b5 axb5 41. axb5 h5 42. b6 Bxb6 43. Kxe5 h4 44. Kf6 g3 45. hxg3 hxg3 46. Bf1 Nxf1 47. Kf7 g2 48. Kf8 g1=Q 49. Ke8 Qd4 50. Kf7 Qe3 51. Kf6 Ng3 0-1"
" Blitz ","MMKnight","Studying","0-1","2016.07.01","13:06:55","1534","1499","-11.0","12.0","C46","Four Knights Game: Italian Variation","300+0","Normal","1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 d6 5. d4 Bg4 6. dxe5 Nxe5 7. Be2 Be7 8. h3 Nxf3+ 9. Bxf3 Bxf3 10. Qxf3 c5 11. O-O Rc8 12. Be3 b6 13. a4 Nd7 14. Rad1 Bg5 15. Nd5 Bxe3 16. Qxe3 O-O 17. Qg3 Nf6 18. Nxf6+ Qxf6 19. Rxd6 Qxb2 20. c4 Qb4 21. Rd7 a5 22. Rb7 Qxc4 23. Rxb6 Qxa4 24. Ra1 Qxe4 25. Rxa5 Qe1+ 26. Kh2 Qxa5 27. Rb3 Qc7 28. f4 c4 29. Rc3 Rfd8 30. h4 Rd3 31. Rxd3 cxd3 32. Qxd3 Qxf4+ 33. Kh3 Qc4 34. Qd7 Qe6+ 35. Qxe6 fxe6 0-1"
" Classical ","IDDQDIDKFA","CarloMartello","0-1","2016.07.01","13:06:55","1398","1247","-16.0","18.0","B01","Scandinavian Defense","600+0","Normal","1. e4 d5 2. e5 d4 3. c3 Qd5 4. f4 Qe4+ 5. Ne2 d3 6. g3 0-1"
" Classical ","chriscross","palljiten","1/2-1/2","2016.07.01","13:06:52","1521","1551","1.0","-1.0","B30","Sicilian Defense: Nyezhmetdinov-Rossolimo Attack","600+0","Time forfeit","1. e4 c5 2. Nf3 Nc6 3. Bb5 Qc7 4. Nc3 Nf6 5. e5 Nxe5 6. d4 cxd4 7. Nxd4 a6 8. Ba4 b5 9. Bb3 e6 10. Bg5 Be7 11. O-O Bb7 12. Bxf6 Bxf6 13. Qe2 b4 14. Ne4 Be7 15. Nf3 f5 16. Ng3 Nxf3+ 17. gxf3 O-O 18. h4 Bxh4 19. Qd2 Bxf3 20. Nxf5 Bxf2+ 21. Qxf2 Be4 22. Nh6+ gxh6 23. Qh4 Qc5+ 24. Rf2 Qxf2+ 25. Qxf2 Rxf2 26. Kxf2 Rf8+ 27. Ke3 d5 28. c3 Rf3+ 29. Kd4 bxc3 30. bxc3 Kf7 31. Rh1 Kf6 32. Rxh6+ Kg5 33. Rxe6 Rd3+ 34. Ke5 Bf5 35. Bxd5 Re3+ 36. Kd6 Rxc3 37. Re7 h5 38. Ra7 h4 39. a4 h3 40. Rxa6 h2 41. Rc6 Rh3 42. Rc1 Rd3 43. Kc5 Ra3 44. Rh1 Rc3+ 45. Kd4 Rd3+ 46. Kc5 Rc3+ 47. Kd6 Rd3 48. Rxh2 Ra3 49. Ra2 Rd3 50. a5 Be4 51. Ke5 Bxd5 52. a6 Bxa2 53. a7 Ra3 54. Kd6 Rxa7 55. Ke5 Rd7 56. Ke4 Rd5 57. Kf3 Re5 58. Kg3 Re4 59. Kf3 Bd5 60. Kg3 Kf5 61. Kf3 Ra4+ 62. Ke3 Re4+ 63. Kd3 Bc4+ 64. Kc3 Ke5 65. Kb4 Rd4 66. Kc5 Bf7 67. Kb5 Kd6 68. Kb6 Rc4 69. Kb7 Bd5+ 70. Kb6 Rc6+ 71. Kb5 Bc4+ 72. Kb4 Kd5 73. Kc3 Ba6+ 74. Kd2 Rc4 75. Ke3 Re4+ 76. Kf3 Ke5 77. Kf2 Kf4 78. Kg2 Re3 79. Kf2 Rc3 80. Kg2 Ke3 81. Kg1 1/2-1/2"
" Blitz ","Ale96","ADDRESP","0-1","2016.07.01","13:06:40","2310","2457","-7.0","8.0","A08","King's Indian Attack","180+0","Time forfeit","1. Nf3 { [%eval 0.12] } 1... d5 { [%eval 0.16] } 2. g3 { [%eval -0.03] } 2... Nf6 { [%eval 0.11] } 3. Bg2 { [%eval -0.16] } 3... Bf5 { [%eval 0.14] } 4. O-O { [%eval 0.09] } 4... h6 { [%eval 0.32] } 5. d4 { [%eval 0.17] } 5... e6 { [%eval 0.13] } 6. c4 { [%eval 0.1] } 6... c6 { [%eval 0.13] } 7. cxd5 { [%eval -0.13] } 7... exd5 { [%eval -0.16] } 8. Nc3 { [%eval -0.17] } 8... Be7 { [%eval -0.1] } 9. Bf4 { [%eval -0.23] } 9... O-O { [%eval -0.15] } 10. Ne5 { [%eval -0.16] } 10... Nbd7 { [%eval -0.2] } 11. a3 { [%eval -0.24] } 11... a5 { [%eval -0.11] } 12. Qb3 { [%eval -0.22] } 12... Qb6 { [%eval -0.27] } 13. Qxb6 { [%eval -0.3] } 13... Nxb6 { [%eval -0.21] } 14. f3 { [%eval -0.15] } 14... Nfd7 { [%eval -0.2] } 15. Nxd7 { [%eval -0.17] } 15... Bxd7 { [%eval -0.18] } 16. e4 { [%eval -0.13] } 16... Bf6 { [%eval -0.15] } 17. e5 { [%eval -0.3] } 17... Be7 { [%eval -0.31] } 18. b3 { [%eval -0.63] } 18... a4 { [%eval -0.74] } 19. b4 { [%eval -0.86] } 19... Bf5 { [%eval -0.57] } 20. Rfc1 { [%eval -0.6] } 20... Nc4 { [%eval -0.61] } 21. Bf1 { [%eval -0.6] } 21... Nb2?! { [%eval -0.08] } 22. g4?! { [%eval -0.62] } 22... Bd3 { [%eval -0.52] } 23. Ra2 { [%eval -0.63] } 23... Bxf1 { [%eval -0.49] } 24. Rxb2 { [%eval -0.67] } 24... Bc4 { [%eval -0.42] } 25. b5?? { [%eval -4.7] } 25... c5?? { [%eval -1.6] } 26. Nb1? { [%eval -2.79] } 26... cxd4 { [%eval -2.66] } 27. Bd2 { [%eval -2.72] } 27... Rfc8 { [%eval -2.75] } 28. Bb4 { [%eval -2.72] } 28... Bg5 { [%eval -2.62] } 29. Rd1?! { [%eval -3.32] } 29... Be3+?! { [%eval -2.81] } 30. Kg2 { [%eval -2.89] } 30... Bb3 { [%eval -2.64] } 31. Rd3? { [%eval -4.86] } 31... Bc2 { [%eval -4.71] } 32. Rxe3 { [%eval -4.81] } 32... dxe3 { [%eval -4.79] } 33. Nc3 { [%eval -4.75] } 33... Bb3 { [%eval -4.52] } 34. Ne2 { [%eval -4.52] } 34... Bc4? { [%eval -3.3] } 35. Nd4?! { [%eval -3.86] } 35... Re8? { [%eval -2.39] } 36. f4 { [%eval -2.35] } 36... g5 { [%eval -2.37] } 37. Kf3 { [%eval -2.36] } 37... e2 { [%eval -2.23] } 38. Nxe2 { [%eval -2.16] } 38... gxf4 { [%eval -2.09] } 39. Nxf4 { [%eval -2.29] } 39... Rxe5 { [%eval -2.2] } 40. Bc3 { [%eval -2.1] } 40... Re4 { [%eval -2.09] } 41. Nh5 { [%eval -1.99] } 41... Be2+?? { [%eval 1.72] } 42. Kf2? { [%eval -0.62] } 42... Kf8? { [%eval 0.95] } 43. Nf6? { [%eval -0.6] } 43... Re6? { [%eval 1.7] } 44. Rxe2 { [%eval 1.47] } 44... Rxe2+ { [%eval 1.7] } 45. Kxe2 { [%eval 1.77] } 45... Rd8 { [%eval 1.69] } 46. Kd3 { [%eval 1.75] } 46... d4? { [%eval 2.84] } 47. Bxd4 { [%eval 2.72] } 47... Ke7 { [%eval 2.69] } 48. Kc3?! { [%eval 2.1] } 48... Rc8+ { [%eval 2.15] } 49. Kb4 { [%eval 1.75] } 49... Ke6 { [%eval 1.78] } 50. Ne4?? { [%eval -1.61] } 50... Kd5 { [%eval -1.4] } 51. Nd6? { [%eval -3.0] } 51... Kxd6 { [%eval -2.82] } 0-1"
" Bullet ","haroldF","scamo","0-1","2016.07.01","13:06:55","1492","1707","-5.0","5.0","B20","Sicilian Defense: Bowdler Attack","120+0","Normal","1. e4 c5 2. Bc4 e6 3. Nf3 d5 4. exd5 exd5 5. Be2 Nc6 6. Nc3 Nf6 7. d3 h6 8. Bf4 Bd6 9. Bg3 O-O 10. Qd2 Re8 11. O-O-O Bf5 12. Nh4 Bh7 13. f4 d4 14. Nb5 Bb8 15. f5 a6 16. Bxb8 Rxb8 17. Na3 b5 18. c4 bxc4 19. Nxc4 Nb4 20. b3 a5 21. Nxa5 Qxa5 22. Kb1 Ra8 23. Rc1 Nxa2 24. Rc4 Nc3+ 25. Kc2 Qa2+ 26. Kc1 Qb1# 0-1"
" Classical ","tching","DL07051992","0-1","2016.07.01","13:06:52","1497","1482","-12.0","11.0","C00","French Defense: Steinitz Attack","1800+10","Normal","1. e4 e6 2. e5 g6 3. d4 d6 4. exd6 cxd6 5. Bb5+ Bd7 6. Bd3 Bg7 7. c3 Bc6 8. Nh3 Bxg2 9. Rg1 Bxh3 10. Qf3 Bf5 11. Bb5+ Kf8 12. Qxb7 Nf6 13. Qxa8 Nd5 14. Qxa7 Bf6 15. Na3 Kg7 16. Nc4 e5 17. dxe5 Qe7 18. Qxe7 Bxe7 19. exd6 Bf6 20. d7 Nxc3 21. bxc3 Bxc3+ 22. Kd1 Bxa1 23. Bd2 Bd4 24. Ba5 Nxd7 25. Bxd7 Bxd7 26. Re1 Bxf2 27. Re7 Bg4+ 28. Kc2 Rc8 29. Kb3 Bd1+ 30. Kb4 Bc5+ 31. Kb5 Bxe7 0-1"
" Blitz tournament ","ChessPorn","JoaoRomano","0-1","2016.07.01","13:06:51","1564","2022","-2.0","1.0","E00","Indian Game: Seirawan Attack","180+0","Time forfeit","1. d4 { [%eval 0.19] } 1... Nf6 { [%eval 0.12] } 2. c4 { [%eval 0.21] } 2... e6 { [%eval 0.16] } 3. Bg5 { [%eval -0.09] } 3... c5 { [%eval 0.14] } 4. Bxf6?! { [%eval -0.62] } 4... Qxf6 { [%eval -0.9] } 5. Nf3 { [%eval -0.86] } 5... Nc6 { [%eval -0.78] } 6. d5? { [%eval -1.93] } 6... Qxb2 { [%eval -1.9] } 7. Nbd2 { [%eval -1.89] } 7... Nd4?! { [%eval -1.18] } 8. Nxd4 { [%eval -1.33] } 8... cxd4 { [%eval -1.18] } 9. g3 { [%eval -1.67] } 9... Bb4 { [%eval -1.67] } 10. Bg2?? { [%eval -5.56] } 10... Bxd2+ { [%eval -5.62] } 11. Qxd2? { [%eval -6.97] } 11... Qxa1+ { [%eval -6.89] } 12. Qd1 { [%eval -6.91] } 12... Qxd1+ { [%eval -6.83] } 13. Kxd1 { [%eval -6.68] } 13... e5 { [%eval -6.5] } 14. e3?! { [%eval -7.16] } 14... dxe3 { [%eval -7.15] } 15. fxe3 { [%eval -7.32] } 15... d6 { [%eval -7.23] } 16. Kd2 { [%eval -7.27] } 16... Ke7 { [%eval -7.3] } 17. Rf1 { [%eval -7.44] } 17... f6 { [%eval -7.37] } 18. Be4 { [%eval -7.38] } 18... g6 { [%eval -7.17] } 19. Bc2 { [%eval -7.43] } 19... Bd7 { [%eval -7.33] } 0-1"
" Classical ","FredDan","Magnus86","0-1","2016.07.01","13:06:53","1580","1630","-10.0","9.0","C26","Vienna Game: Stanley Variation, Reversed Spanish","600+0","Normal","1. e4 e5 2. Bc4 Nf6 3. Nc3 Bb4 4. d3 Bxc3+ 5. bxc3 h6 6. Nf3 Nc6 7. Ba3 d6 8. Qe2 Bg4 9. O-O O-O 10. Rab1 Rb8 11. Qe3 a6 12. d4 b5 13. Bb3 Bxf3 14. gxf3 exd4 15. cxd4 b4 16. Bb2 Ne7 17. e5 dxe5 18. dxe5 Nfd5 19. Qe4 c6 20. Rbd1 Rb5 21. c3 bxc3 22. Bc1 Rb4 23. Qc2 Ng6 24. Bxd5 cxd5 25. Qxc3 Qh4 26. Rxd5 Re8 27. f4 Qg4+ 28. Kh1 Nxf4 29. Bxf4 Qxf4 30. Rg1 Qe4+ 31. f3 Qxd5 0-1"
" Classical ","Drzma","MohamedCook1985","0-1","2016.07.01","13:06:55","1736","1655","-12.0","14.0","C50","Italian Game","300+5","Time forfeit","1. e4 e5 2. Nf3 Nc6 3. Bc4 Bb4 4. c3 Be7 5. d3 a6 6. Be3 b5 7. Bb3 d6 8. h3 Na5 9. Nbd2 g6 10. O-O h5 11. Bd5 Bb7 12. Bxb7 Nxb7 13. d4 Bf6 14. dxe5 dxe5 15. Nb3 Qxd1 16. Rfxd1 Rd8 17. Rxd8+ Nxd8 18. Rd1 Ne6 19. Rd5 Ne7 20. Rd2 g5 21. Nc5 Nxc5 22. Bxc5 g4 23. Bxe7 Kxe7 24. Ne1 gxh3 25. gxh3 Rg8+ 26. Kh2 Bg5 27. Re2 Bf4+ 28. Kh1 c6 29. f3 Rg3 30. Rg2 Rxh3+ 31. Kg1 Be3+ 32. Kf1 Rh1+ 33. Ke2 Bc1 34. Nd3 Bh6 35. Nxe5 Rb1 36. Nxc6+ Kd6 37. Nb4 Rxb2+ 38. Kf1 Rb1+ 39. Kf2 a5 40. Nd3 Rd1 41. Ne1 Bd2 42. Rg1 Bxc3 43. Ng2 Rd2+ 44. Ke3 Rxa2 45. Nf4 h4 46. Rd1+ Kc5 47. Nd3+ Kb6 48. f4 b4 49. e5 b3 50. Rb1 a4 51. f5 b2 52. e6 fxe6 53. fxe6 Kc7 54. Ke4 Ra1 55. Rxb2 Bxb2 56. Nxb2 Re1+ 57. Kf5 a3 58. Kf6 axb2 0-1"
" Classical ","jordz_777","belgafox","1-0","2016.07.01","13:07:00","1846","1822","11.0","-10.0","C42","Russian Game: Classical Attack","3600+0","Normal","1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 Bg4 6. Bd3 d5 7. O-O Bd6 8. c4 c6 9. h3 Bh5 10. Re1 O-O 11. Bxe4 dxe4 12. Rxe4 Re8 13. Rxe8+ Qxe8 14. Be3 Nd7 15. Nbd2 Nf6 16. Qb3 Qd7 17. Ne5 Bxe5 18. dxe5 Ng4 19. hxg4 Bxg4 20. Ne4 Be6 21. Nc5 Qc7 22. Nxe6 fxe6 23. Rd1 b6 24. Rd6 c5 25. Rxe6 Kf8 26. Bxc5+ Qxc5 27. Qf3+ Kg8 28. Qxa8+ Qf8 29. Re8 1-0"
" Bullet ","Kamut","johnsmith1928","0-1","2016.07.01","13:06:58","1664","1758","-8.0","8.0","A40","Modern Defense","60+0","Time forfeit","1. d4 g6 2. Nf3 Bg7 3. Bg5 c6 4. c3 d6 5. e4 Bg4 6. Nbd2 Qb6 7. Qc2 Qa5 8. h3 Bc8 9. Be3 Nd7 10. g4 e5 11. Bc4 d5 12. exd5 cxd5 13. Bb3 e4 14. Ng5 Ngf6 15. Nxf7 Kxf7 16. g5 Nh5 17. Nxe4 Nb6 18. Nc5 Qb5 19. a4 Qc6 20. a5 Nc4 21. Bxc4 dxc4 22. Rd1 Bf8 23. Ne4 Bf5 24. f3 Bd6 25. d5 Qc7 26. Ke2 Bf4 27. Bxf4 Nxf4+ 28. Ke3 Ng2+ 29. Qxg2 Qf4+ 0-1"
" Bullet ","jozy","JonasB","0-1","2016.07.01","13:07:01","1825","2093","-3.0","4.0","C01","French Defense: Exchange Variation, Monte Carlo Variation","60+0","Time forfeit","1. d4 e6 2. e4 d5 3. exd5 exd5 4. c4 Nf6 5. c5 Be7 6. Nc3 O-O 7. Be2 Nbd7 8. Nf3 Re8 9. O-O c6 10. Ne5 Nf8 11. f4 Bf5 12. Bd3 Qc8 13. Bxf5 Qxf5 14. Qf3 Ne6 15. Be3 Rad8 16. Rad1 Bf8 17. Ne2 Nc7 18. Ng3 Qc8 19. f5 Nd7 20. Nh5 Nxe5 21. dxe5 Rxe5 22. f6 g6 23. Ng3 Rde8 24. Qf4 Rxe3 25. Rc1 R3e6 26. b3 Qd8 27. a3 Re4 28. Nxe4 Rxe4 29. Qf3 Ne6 30. Kh1 Bh6 31. b4 Bxc1 32. Rxc1 Rf4 33. Qg3 Qxf6 34. h3 Kg7 35. Rg1 Rf1 0-1"
" Bullet ","nizzle_fe_shizzle","koualsky","1-0","2016.07.01","13:07:01","2176","1647","2.0","-1.0","A06","Nimzowitsch-Larsen Attack","60+0","Normal","1. Nf3 d5 2. b3 Bg4 3. Bb2 Bxf3 4. exf3 Nf6 5. Be2 e6 6. f4 Nc6 7. g3 Bd6 8. O-O e5 9. fxe5 Nxe5 10. Bxe5 Bxe5 11. d4 Bd6 12. Bd3 Qd7 13. Re1+ Be7 14. Qe2 Kd8 15. Bf5 Qd6 16. f4 Re8 17. Qf2 g6 18. Bh3 Ne4 19. Qf3 f5 20. c4 c6 21. c5 Qc7 22. Qg2 Qa5 23. Rd1 Kc7 24. Nd2 Nc3 25. Rdc1 Bf6 26. Nf3 Ne2+ 27. Kh1 Nxc1 28. Rxc1 Qb4 29. Ne5 Bxe5 30. dxe5 Qa3 31. Qf1 Qxc5 32. Rxc5 1-0"
" Classical ","lakin","anelka123","0-1","2016.07.01","13:07:00","1663","1850","-5.0","7.0","B20","Sicilian Defense: Bowdler Attack","480+5","Normal","1. e4 c5 2. Bc4 Nc6 3. Qh5 e6 4. Nc3 Nf6 5. Qf3 Ne5 6. Qe2 Nxc4 7. Qxc4 d6 8. d3 Be7 9. Qb5+ Qd7 10. Bg5 O-O 11. Bxf6 Bxf6 12. Qxd7 Bxd7 13. a4 Bc6 14. Nge2 a6 15. a5 c4 16. d4 d5 17. e5 Be7 18. h4 Rab8 19. h5 h6 20. Nf4 b5 21. Ke2 b4 22. Na4 Bb5 23. Ke3 b3 24. c3 Bd8 25. Nc5 Be7 26. g4 Bg5 27. f3 Rfe8 28. Ra3 f5 29. exf6 gxf6 30. Rh3 e5 31. dxe5 Rxe5+ 32. Ne4 dxe4 33. fxe4 Rbe8 34. Rf3 Rxe4+ 35. Kf2 Bxf4 36. Rxf4 Rxf4+ 37. Kg3 Rfe4 38. Kf3 Re2 39. Kf4 Rxb2 40. Kf5 Kg7 0-1"
" Bullet ","HiHiu","DoubleYou","0-1","2016.07.01","13:07:03","2000","2108","-7.0","7.0","A40","Englund Gambit Declined, Reversed Alekhine","60+0","Time forfeit","1. d4 e5 2. Nf3 exd4 3. Nxd4 d5 4. c4 c5 5. Nc2 d4 6. e3 Nc6 7. Bd3 Nf6 8. O-O Be7 9. Re1 O-O 10. exd4 cxd4 11. Qf3 Bg4 12. Qg3 Re8 13. Bg5 Bh5 14. Nd2 Bg6 15. Rad1 Bxd3 16. Qxd3 Bc5 17. a3 Rxe1+ 18. Rxe1 h6 19. Bxf6 Qxf6 20. b4 Bd6 21. Nf3 Rd8 22. Re4 Ne5 23. Nxe5 Bxe5 24. c5 a6 25. g3 g6 26. Kg2 h5 27. f4 Bc7 28. Rxd4 Rxd4 29. Qxd4 Qf5 30. Ne3 Qb1 31. Qd7 Qe4+ 32. Kf2 Bxf4 33. gxf4 Qxf4+ 34. Ke2 Qxh2+ 35. Kd3 Qf4 36. Qe8+ Kg7 37. Qe4 Qxe4+ 38. Kxe4 f5+ 39. Ke5 h4 40. Kf4 Kf6 41. Nd5+ Ke6 42. Ne3 Kf6 43. Nd5+ Ke6 44. Nb6 Kf7 45. Nc4 Kf6 46. Nd6 g5+ 47. Kf3 b6 48. Nb7 bxc5 0-1"
" Classical ","Haleguathor1","DeiGratiaRex","1-0","2016.07.01","13:06:51","2130","2105","10.0","-12.0","C05","French Defense: Tarrasch Variation, Closed Variation #2","480+2","Normal","1. e4 { [%eval 0.1] } 1... e6 { [%eval 0.24] } 2. d4 { [%eval 0.17] } 2... d5 { [%eval 0.31] } 3. Nd2 { [%eval 0.17] } 3... Nf6 { [%eval 0.16] } 4. e5 { [%eval 0.16] } 4... Nfd7 { [%eval 0.19] } 5. Bd3 { [%eval 0.16] } 5... c5 { [%eval 0.1] } 6. c3 { [%eval 0.17] } 6... Nc6 { [%eval 0.43] } 7. Ne2 { [%eval 0.29] } 7... Qb6 { [%eval 0.65] } 8. Nf3 { [%eval 0.53] } 8... Be7 { [%eval 0.67] } 9. O-O { [%eval 0.73] } 9... h6 { [%eval 0.74] } 10. a3 { [%eval 0.68] } 10... a5 { [%eval 0.78] } 11. Rb1 { [%eval 0.6] } 11... Qc7 { [%eval 0.5] } 12. Nf4 { [%eval 0.5] } 12... b6 { [%eval 0.6] } 13. Nh5 { [%eval 0.67] } 13... g6 { [%eval 0.82] } 14. Nf4 { [%eval 0.81] } 14... Ba6 { [%eval 1.05] } 15. Bxg6? { [%eval -0.46] } 15... fxg6 { [%eval 0.31] } 16. Nxg6? { [%eval -1.03] } 16... Rg8 { [%eval -1.01] } 17. Nf4? { [%eval -2.03] } 17... Bxf1 { [%eval -1.92] } 18. Nxe6?! { [%eval -2.91] } 18... Qb7? { [%eval -1.07] } 19. Kxf1 { [%eval -1.17] } 19... Nf8 { [%eval -1.12] } 20. Nf4 { [%eval -1.19] } 20... O-O-O { [%eval -1.1] } 21. b4 { [%eval -1.14] } 21... c4 { [%eval -1.06] } 22. bxa5 { [%eval -1.3] } 22... Nxa5 { [%eval -1.08] } 23. Qa4?! { [%eval -1.68] } 23... Nb3 { [%eval -1.73] } 24. Nd2?? { [%eval -5.04] } 24... Nxd2+?? { [%eval -1.61] } 25. Bxd2 { [%eval -1.59] } 25... Bg5 { [%eval -1.46] } 26. Qb5?! { [%eval -2.15] } 26... Kc7 { [%eval -2.03] } 27. a4 { [%eval -1.89] } 27... Bxf4 { [%eval -1.93] } 28. Bxf4 { [%eval -2.06] } 28... Ne6 { [%eval -1.9] } 29. Bxh6 { [%eval -2.27] } 29... Rg6? { [%eval -1.01] } 30. Be3 { [%eval -0.93] } 30... Qc6 { [%eval -1.1] } 31. Qb4 { [%eval -0.8] } 31... Rdg8 { [%eval -0.81] } 32. g3 { [%eval -0.87] } 32... Ng5? { [%eval 0.46] } 33. Bf4? { [%eval -0.92] } 33... Ne6 { [%eval -0.98] } 34. Be3 { [%eval -0.95] } 34... Ra8 { [%eval -0.74] } 35. Qe7+ { [%eval -1.13] } 35... Qd7?! { [%eval -0.16] } 36. Qxd7+ { [%eval -0.43] } 36... Kxd7 { [%eval -0.46] } 37. Rxb6 { [%eval -0.52] } 37... Rxa4?! { [%eval 0.0] } 38. Rd6+ { [%eval 0.0] } 38... Ke7 { [%eval 0.0] } 39. Rxd5 { [%eval -0.45] } 39... Ra1+?! { [%eval 0.23] } 40. Ke2 { [%eval 0.0] } 40... Ra2+ { [%eval 0.0] } 41. Kf3 { [%eval -0.22] } 41... Rh6?? { [%eval 7.33] } 42. Bxh6 { [%eval 7.13] } 1-0"
" Blitz ","Ririchess","em12","0-1","2016.07.01","13:07:02","2172","2213","-10.0","9.0","E40","Nimzo-Indian Defense: Normal Line","180+0","Normal","1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 d6 5. Nf3 Nc6 6. Qc2 e5 7. a3 Bxc3+ 8. Qxc3 exd4 9. exd4 O-O 10. Be2 Ne4 11. Qc2 Re8 12. O-O Bg4 13. h3 Bh5 14. Qd3 Bg6 15. Qb3 Na5 16. Qa2 Ng3 17. fxg3 Rxe2 18. Bd2 Nc6 19. Rae1 Rxe1 20. Rxe1 Qf6 21. Bc3 Qf5 22. b4 Qd3 23. Qb3 a5 24. b5 a4 25. Qb2 Na7 26. d5 f6 27. b6 cxb6 28. Bb4 Qxc4 29. Bxd6 Nb5 30. Bb4 Qxd5 31. Nh4 Bf7 32. Qf2 Qd4 33. Qxd4 Nxd4 34. Rb1 Bb3 35. Kf2 Nc2 36. Bd6 Rd8 37. Be7 Rd7 38. Bb4 Nxb4 39. axb4 b5 40. Nf5 g6 41. Ne3 Rd2+ 42. Kf3 Rd4 43. Re1 Rxb4 44. Ng4 Bd5+ 45. Kf2 Kf7 46. Ne3 Rb2+ 47. Kf1 Bc6 48. Rd1 b4 49. Nc4 Rxg2 50. Nd6+ Ke7 51. Nc8+ Ke8 52. Na7 Rxg3 53. Nxc6 bxc6 54. Rc1 Rc3 55. Re1+ Kf7 56. Kf2 a3 57. Rd1 a2 58. Rd7+ Ke6 59. Ra7 b3 60. Ke2 Rc1 61. Ra6 a1=Q 62. Rb6 Qb2+ 63. Kf3 Rc3+ 64. Ke4 Qe2+ 65. Kf4 Qc4# 0-1"
" Classical ","bluevision","srbijaSah","1-0","2016.07.01","13:07:02","1736","2127","21.0","-27.0","A45","Indian Game","600+30","Normal","1. d4 Nf6 2. e3 g6 3. g3 Bg7 4. Bg2 O-O 5. b3 Nc6 6. Bb2 d5 7. Nc3 e6 8. a3 Ne7 9. Qd3 b6 10. O-O-O c5 11. dxc5 bxc5 12. Nb5 Ba6 13. a4 Ng4 14. Qe2 Bxb2+ 15. Kxb2 Nf6 16. h3 Rb8 17. Nf3 Qa5 18. Bf1 Ne4 19. Qe1 Qxe1 20. Rxe1 Nxf2 21. Rh2 Bxb5 22. axb5 Ne4 23. g4 f5 24. gxf5 Nxf5 25. Ne5 Rb7 26. Bd3 Nfd6 27. c4 Rf5 28. Nc6 Rbf7 29. Nd8 Re7 30. Nc6 Rc7 31. Ra1 Rff7 32. h4 Nf2 33. Be2 Nde4 34. Rg2 Kg7 35. Ne5 Rf5 36. Nc6 Rf8 37. Nxa7 d4 38. exd4 cxd4 39. Nc6 d3 40. Bd1 Nxd1+ 41. Rxd1 Rf2+ 42. Rxf2 Nxf2 43. Rf1 d2 44. Kc2 d1=Q+ 45. Rxd1 Nxd1 46. Kxd1 Kf6 47. c5 e5 48. Ke2 Ke6 49. Ke3 Kd5 50. b4 Rxc6 51. bxc6 Kxc6 52. Ke4 h6 53. Kxe5 g5 54. hxg5 hxg5 55. Kf5 1-0"
